end_of_week,EUR,GBP,USD,AUD,CAD,CNY,HKD,INR,IDR,JPY,KRW,MYR,TWD,NZD,PHP,QAR,SAR,CHF,THB,AED,VND
2019-09-20,1.5212,1.7266,1.3758,0.9351,1.0369,19.41,17.56,1.9341,0.009777,1.275,0.1157,32.92,4.4442,0.866,2.6379,37.78,36.68,1.3874,4.5116,37.46,0.005929
2019-09-27,1.5101,1.7046,1.3824,0.9343,1.0417,19.38,17.63,1.9491,0.009739,1.2837,0.115,32.96,4.4545,0.8702,2.6561,37.96,36.85,1.3911,4.5153,37.63,0.005958
2019-10-04,1.5142,1.7028,1.3794,0.9316,1.0346,19.3,17.59,1.9485,0.009759,1.2919,0.1153,32.97,4.4593,0.8721,2.6686,37.89,36.77,1.3808,4.5278,37.55,0.005945
2019-10-11,1.5134,1.7088,1.3739,0.9314,1.0339,19.35,17.52,1.9376,0.009714,1.2725,0.1156,32.83,4.4794,0.8689,2.6641,37.73,36.63,1.3776,4.5098,37.4,0.005921
2019-10-18,1.5189,1.7544,1.3651,0.9324,1.0392,19.29,17.41,1.9175,0.00965,1.2574,0.1156,32.6,4.4608,0.8698,2.6574,37.28,36.39,1.3828,4.509,37.16,0.005883
2019-10-25,1.5142,1.7514,1.3638,0.9299,1.0433,19.28,17.4,1.921,0.009707,1.255,0.1163,32.56,4.458,0.8686,2.661,37.45,36.36,1.3736,4.512,37.13,0.005878
2019-11-01,1.5169,1.7608,1.3587,0.9387,1.0333,19.29,17.34,1.9149,0.009666,1.2576,0.1165,32.57,4.4609,0.8744,2.6846,37.32,36.23,1.3779,4.5042,36.99,0.005856
2019-11-08,1.5015,1.741,1.3586,0.9352,1.0305,19.48,17.36,1.9079,0.009697,1.244,0.1176,32.87,4.4748,0.8647,2.6923,37.31,36.23,1.3662,4.4682,36.99,0.005856
2019-11-15,1.5005,1.7527,1.3611,0.9251,1.0292,19.42,17.38,1.8951,0.009679,1.2533,0.1168,32.81,4.4554,0.8696,2.692,37.38,36.29,1.376,4.506,37.05,0.005865
2019-11-22,1.5073,1.7593,1.3624,0.9247,1.0259,19.37,17.41,1.8991,0.009662,1.2541,0.1157,32.69,4.4632,0.8725,2.6829,37.42,36.33,1.3711,4.5105,37.09,0.005873
2019-11-29,1.504,1.7638,1.366,0.9251,1.028,19.43,17.45,1.9047,0.009686,1.2475,0.1157,32.75,4.4764,0.8776,2.6916,37.52,36.43,1.3681,4.5179,37.19,0.005893
2019-12-06,1.5109,1.7902,1.3603,0.9304,1.0318,19.3,17.38,1.9079,0.009693,1.2516,0.1142,32.68,4.4577,0.892,2.6791,37.36,36.27,1.378,4.482,37.03,0.005868
2019-12-13,1.5108,1.8218,1.3517,0.9365,1.0272,19.39,17.32,1.9153,0.009667,1.2334,0.1155,32.64,4.4749,0.8944,2.6702,37.12,36.04,1.3722,4.4794,36.8,0.005833
2019-12-20,1.5068,1.7655,1.3556,0.9346,1.0322,19.34,17.38,1.9064,0.009686,1.2399,0.1166,32.74,4.4914,0.8954,2.6724,37.22,36.14,1.3845,4.4865,36.91,0.00585
2019-12-27,1.5053,1.76,1.3539,0.9415,1.033,19.34,17.39,1.8998,0.009703,1.2369,0.1167,32.77,4.4977,0.9042,2.6664,37.18,36.09,1.3814,4.4889,36.86,0.005843
2020-01-03,1.5074,1.772,1.3491,0.9404,1.0381,19.36,17.33,1.8857,0.009691,1.247,0.1158,32.91,4.4834,0.9006,2.6452,37.04,35.96,1.3911,4.473,36.73,0.005822
2020-01-10,1.5003,1.7652,1.3507,0.9279,1.0339,19.48,17.39,1.8978,0.009811,1.2331,0.1163,33.08,4.5056,0.8934,2.6641,37.09,36.01,1.3878,4.4622,36.77,0.005828
2020-01-17,1.4991,1.7607,1.3467,0.9283,1.0323,19.6,17.33,1.8972,0.00986,1.2219,0.1162,33.15,4.4989,0.8945,2.649,36.99,35.9,1.3945,4.4248,36.66,0.005811
2020-01-24,1.4919,1.7717,1.3501,0.9246,1.0285,19.46,17.37,1.8942,0.009943,1.2332,0.1157,33.22,4.4991,0.8938,2.6525,37.08,35.99,1.3923,4.4251,36.76,0.005827
2020-01-31,1.5014,1.7833,1.3619,0.9142,1.0314,19.63,17.53,1.9064,0.009974,1.2486,0.1146,33.31,4.5038,0.8824,2.6781,37.18,36.3,1.4031,4.3728,37.08,0.005864
2020-02-07,1.5217,1.7927,1.3856,0.9312,1.043,19.85,17.85,1.9447,0.010139,1.2607,0.1167,33.51,4.6033,0.8947,2.7299,38.05,36.93,1.422,4.4459,37.72,0.005965
2020-02-14,1.5053,1.8122,1.3897,0.9342,1.0481,19.9,17.89,1.9484,0.010142,1.2652,0.1174,33.56,4.6322,0.8941,2.7523,38.17,37.05,1.4179,4.4619,37.83,0.005978
2020-02-21,1.5104,1.8048,1.3999,0.9243,1.056,19.92,17.98,1.9529,0.010181,1.2498,0.1162,33.4,4.6101,0.8833,2.7594,38.44,37.32,1.4231,4.4313,38.11,0.006022
2020-02-28,1.5357,1.7993,1.3977,0.9135,1.0399,19.94,17.92,1.9438,0.009884,1.2808,0.1149,33.07,4.6097,0.8742,2.741,38.38,37.24,1.4422,4.4167,38.05,0.006015
2020-03-06,1.5567,1.7961,1.3858,0.914,1.0333,19.92,17.83,1.874,0.009697,1.3097,0.1163,33.09,4.6224,0.8739,2.7316,38.06,36.92,1.4673,4.3763,37.73,0.005972
2020-03-13,1.5838,1.7733,1.4125,0.8886,1.0136,20.16,18.17,1.8983,0.009531,1.3457,0.1153,32.89,4.6668,0.866,2.7536,38.78,37.63,1.4972,4.4043,38.45,0.006084
2020-03-20,1.5565,1.6845,1.4501,0.8491,1.0066,20.46,18.69,1.94,0.009023,1.3157,0.1155,32.92,4.7795,0.8332,2.848,39.83,38.56,1.4781,4.4569,39.48,0.006181
2020-03-27,1.5811,1.7541,1.4271,0.8726,1.0194,20.22,18.41,1.9088,0.008872,1.3162,0.1183,33.48,4.7358,0.8559,2.8158,39.19,37.99,1.4868,4.4086,38.85,0.006041
2020-04-03,1.5526,1.7709,1.4314,0.8677,1.011,20.19,18.47,1.886,0.008691,1.3253,0.1163,32.84,4.7374,0.8457,2.8249,38.88,38.04,1.4699,4.3541,38.97,0.006086
2020-04-09,1.5484,1.7664,1.4249,0.8887,1.0159,20.17,18.38,1.8741,0.008834,1.3077,0.1172,32.82,4.7373,0.8576,2.8194,39.13,37.89,1.4667,4.3449,38.79,0.006061
2020-04-17,1.5475,1.7792,1.4241,0.9053,1.0149,20.11,18.37,1.8584,0.009194,1.3212,0.1168,32.63,4.7366,0.856,2.8001,38.83,37.9,1.47,4.3771,38.77,0.006079
2020-04-24,1.5357,1.7614,1.4258,0.9066,1.0137,20.13,18.39,1.8724,0.009192,1.3241,0.1154,32.66,4.7448,0.8544,2.8096,39.16,37.91,1.4595,4.3971,38.82,0.006064
2020-04-30,1.5326,1.7581,1.4108,0.925,1.0172,19.99,18.2,1.8756,0.009465,1.324,0.1168,32.61,4.7352,0.8662,2.7998,38.75,37.53,1.4475,4.3611,38.41,0.006022
2020-05-08,1.5316,1.7501,1.412,0.9224,1.0131,19.96,18.22,1.8703,0.00946,1.3276,0.1159,32.79,4.7265,0.8643,2.7997,38.78,37.58,1.4529,4.3747,38.44,0.00604
2020-05-15,1.5386,1.7386,1.424,0.9194,1.0138,20.05,18.37,1.8871,0.00957,1.3279,0.1158,32.77,4.7598,0.8533,2.8153,38.82,37.9,1.4632,4.4396,38.77,0.006097
2020-05-22,1.5523,1.7337,1.4198,0.9287,1.0144,19.95,18.31,1.8745,0.009652,1.3203,0.1148,32.55,4.7349,0.8665,2.7981,38.69,37.8,1.461,4.4555,38.65,0.006101
2020-05-29,1.5685,1.7436,1.4143,0.9396,1.0268,19.78,18.24,1.8683,0.009633,1.3169,0.1142,32.52,4.7154,0.8775,2.7968,38.84,37.65,1.4684,4.4426,38.5,0.006075
2020-06-05,1.5818,1.7576,1.3951,0.9699,1.0336,19.63,18.0,1.8502,0.010018,1.2773,0.1151,32.69,4.6828,0.9032,2.7985,38.32,37.15,1.4596,4.4266,37.98,0.005998
2020-06-12,1.5722,1.7496,1.3921,0.9515,1.0218,19.65,17.96,1.8297,0.009805,1.3001,0.1154,32.63,4.6905,0.893,2.7691,38.23,37.1,1.4743,4.4768,37.9,0.005995
2020-06-19,1.5628,1.7327,1.3936,0.9565,1.025,19.66,17.98,1.8276,0.009859,1.3035,0.1151,32.57,4.7113,0.895,2.779,38.27,37.15,1.4659,4.4968,37.94,0.006003
2020-06-26,1.561,1.7284,1.391,0.9582,1.0203,19.65,17.95,1.8412,0.009762,1.298,0.1161,32.51,4.7162,0.8962,2.7876,38.2,37.08,1.4669,4.5029,37.87,0.005993
2020-07-03,1.5679,1.7383,1.3946,0.9665,1.0286,19.74,17.99,1.8656,0.009602,1.2973,0.1162,32.53,4.7334,0.9088,2.8134,38.29,37.18,1.4749,4.4798,37.97,0.006011
2020-07-09,1.58,1.7561,1.3905,0.9715,1.0296,19.9,17.94,1.855,0.009646,1.2966,0.1164,32.6,4.7254,0.9155,2.8122,38.19,37.07,1.4843,4.4603,37.86,0.005996
2020-07-17,1.585,1.7489,1.3913,0.9724,1.0248,19.87,17.95,1.8496,0.009449,1.2974,0.1155,32.59,4.7187,0.9107,2.8144,38.2,37.1,1.4726,4.3938,37.88,0.005999
2020-07-24,1.6089,1.7656,1.3854,0.9831,1.0332,19.75,17.87,1.8493,0.009496,1.3021,0.1153,32.49,4.7012,0.9184,2.8056,38.04,36.94,1.4985,4.3642,37.72,0.005977
2020-07-30,1.6195,1.7856,1.3752,0.9873,1.0307,19.65,17.74,1.8378,0.009412,1.3092,0.1154,32.41,4.6941,0.9145,2.8024,37.76,36.66,1.5072,4.3822,37.44,0.005933
2020-08-07,1.6229,1.7981,1.3724,0.9879,1.0266,19.69,17.71,1.8279,0.009377,1.2995,0.1155,32.69,4.6698,0.9147,2.7952,37.69,36.59,1.503,4.3957,37.36,0.005921
2020-08-14,1.6217,1.7929,1.3733,0.981,1.0381,19.77,17.72,1.8342,0.009251,1.2843,0.1158,32.68,4.6671,0.8965,2.815,37.71,36.62,1.5077,4.4206,37.39,0.005926
2020-08-21,1.6226,1.8084,1.3667,0.9838,1.0381,19.78,17.63,1.8225,0.009252,1.2933,0.1152,32.72,4.651,0.8932,2.8115,37.26,36.44,1.5066,4.3413,37.21,0.005897
2020-08-28,1.618,1.8071,1.3641,0.9942,1.041,19.83,17.6,1.8479,0.009287,1.2764,0.1152,32.68,4.6442,0.9091,2.8157,37.46,36.37,1.5046,4.3699,37.14,0.005886
2020-09-04,1.6173,1.8126,1.3653,0.9925,1.0399,19.95,17.62,1.8585,0.009231,1.2857,0.1146,32.92,4.6508,0.9149,2.8094,37.49,36.4,1.5004,4.3445,37.17,0.005891
2020-09-11,1.6184,1.7541,1.3677,0.995,1.0381,20.0,17.65,1.8607,0.00915,1.2882,0.1151,32.9,4.67,0.911,2.8181,37.56,36.46,1.5033,4.3702,37.23,0.005901
2020-09-18,1.6072,1.7574,1.3563,0.9932,1.0305,20.07,17.5,1.8454,0.009208,1.2939,0.1167,32.86,4.6685,0.9201,2.8029,37.25,36.16,1.4931,4.3527,36.92,0.005851
2020-09-25,1.6044,1.7535,1.3757,0.9711,1.0303,20.18,17.75,1.8613,0.009236,1.305,0.1175,33.01,4.7005,0.9017,2.8388,37.77,36.68,1.484,4.3658,37.45,0.005931
2020-10-02,1.6,1.7567,1.3658,0.9778,1.0271,20.11,17.62,1.8648,0.009182,1.2927,0.1172,32.83,4.722,0.9066,2.8185,37.51,36.41,1.4829,4.3186,37.18,0.005889
2020-10-09,1.5975,1.7573,1.3565,0.974,1.0291,20.21,17.5,1.8538,0.009229,1.2815,0.1183,32.71,4.7392,0.8963,2.8084,37.25,36.16,1.4815,4.3567,36.93,0.005845
2020-10-16,1.5929,1.7551,1.3612,0.9634,1.0285,20.25,17.56,1.8537,0.009247,1.2933,0.1187,32.76,4.729,0.8975,2.7983,37.38,36.29,1.4874,4.3578,37.06,0.005873
2020-10-23,1.6033,1.7754,1.3589,0.9666,1.0335,20.33,17.53,1.8445,0.009253,1.2975,0.1198,32.77,4.7414,0.9054,2.7989,37.31,36.23,1.4974,4.3414,36.99,0.005863
2020-10-30,1.5943,1.7637,1.3637,0.9615,1.0256,20.41,17.59,1.8366,0.009324,1.3061,0.121,32.8,4.7713,0.9049,2.8177,37.45,36.36,1.492,4.3728,37.12,0.005882
2020-11-06,1.5967,1.7729,1.3503,0.9796,1.0316,20.36,17.42,1.8244,0.009472,1.3061,0.12,32.59,4.7284,0.9154,2.7974,37.09,36.0,1.4939,4.3984,36.76,0.005826
2020-11-13,1.5933,1.7704,1.3501,0.9753,1.0256,20.37,17.41,1.8081,0.009512,1.2866,0.1209,32.68,4.732,0.9206,2.7937,37.07,36.0,1.4756,4.4578,36.75,0.005825
2020-11-20,1.5955,1.7819,1.3435,0.979,1.0273,20.42,17.33,1.8122,0.009466,1.2942,0.1207,32.84,4.7079,0.9296,2.7838,36.89,35.82,1.4762,4.428,36.57,0.005797
2020-11-27,1.596,1.7896,1.3385,0.9865,1.0285,20.34,17.27,1.8137,0.009484,1.2877,0.1212,32.87,4.6925,0.9389,2.7842,36.75,35.69,1.4778,4.4195,36.44,0.005779
2020-12-04,1.6196,1.7932,1.3334,0.9902,1.0368,20.39,17.2,1.8051,0.009436,1.2839,0.1228,32.81,4.72,0.9409,2.7759,36.62,35.55,1.4968,4.4202,36.3,0.005764
2020-12-11,1.6215,1.7766,1.3338,1.0083,1.048,20.4,17.21,1.8106,0.009463,1.2819,0.1225,32.9,4.739,0.9474,2.7743,36.62,35.56,1.5058,4.4436,36.31,0.005767
2020-12-18,1.6244,1.795,1.3264,1.0084,1.0409,20.28,17.11,1.8038,0.009396,1.2826,0.1207,32.85,4.7134,0.9458,2.7601,36.43,35.36,1.499,4.4531,36.11,0.005736
2020-12-24,1.6227,1.8011,1.3291,1.0089,1.0347,20.35,17.14,1.8,0.00936,1.2837,0.1205,32.74,4.7254,0.9438,2.7661,36.5,35.44,1.4976,4.4025,36.18,0.005746
2020-12-31,1.6249,1.8005,1.3221,1.0178,1.0376,20.24,17.05,1.8062,0.00941,1.2814,0.1218,32.94,4.71,0.9549,2.7531,36.31,35.25,1.4991,4.4171,35.99,0.005727
