end_of_week,EUR,GBP,USD,AUD,CAD,CNY,HKD,INR,IDR,JPY,KRW,MYR,TWD,NZD,PHP,QAR,SAR,CHF,THB,AED,VND
2010-07-16,1.7767,2.1218,1.3758,1.2063,1.321,20.31,17.71,2.946,0.015202,1.5801,0.1145,42.89,4.2839,0.9921,2.9702,37.81,36.68,1.3191,4.268,37.46,0.007222
2010-07-23,1.7703,2.099,1.373,1.2243,1.3211,20.26,17.66,2.9197,0.01517,1.5808,0.1146,42.89,4.2744,0.9934,2.9594,37.74,36.61,1.3156,4.256,37.38,0.007198
2010-07-30,1.779,2.1263,1.3623,1.224,1.315,20.11,17.54,2.9282,0.015219,1.5775,0.1151,42.74,4.2617,0.9822,2.9878,37.43,36.33,1.31,4.2209,37.09,0.007134
2010-08-06,1.7837,2.1475,1.3523,1.2376,1.3305,19.98,17.42,2.9318,0.015133,1.5716,0.1161,42.95,4.2587,0.985,3.0128,37.16,36.06,1.2896,4.2193,36.82,0.007082
2010-08-13,1.7476,2.1238,1.3586,1.2244,1.3062,20.01,17.49,2.917,0.015117,1.5778,0.1148,42.95,4.2578,0.9694,3.0044,37.33,36.23,1.2953,4.2523,36.99,0.007122
2010-08-20,1.7341,2.1096,1.3536,1.2063,1.3024,19.94,17.41,2.906,0.015101,1.5843,0.1147,43.17,4.2398,0.9573,3.01,37.18,36.09,1.3109,4.2958,36.85,0.006949
2010-08-27,1.7239,2.1047,1.3556,1.2012,1.2816,19.94,17.43,2.893,0.015081,1.6037,0.1134,43.12,4.2343,0.9557,2.9961,37.29,36.15,1.3236,4.3317,36.91,0.006959
2010-09-03,1.7273,2.0776,1.3477,1.2233,1.2773,19.81,17.34,2.8874,0.014954,1.5991,0.1144,43.15,4.2151,0.9619,3.0089,37.05,35.94,1.3308,4.3251,36.69,0.006917
2010-09-09,1.7083,2.0763,1.3432,1.2378,1.2933,19.79,17.28,2.8877,0.014924,1.6043,0.1148,43.17,4.2102,0.9699,3.0463,36.9,35.82,1.3277,4.3511,36.57,0.006906
2010-09-17,1.7519,2.0906,1.3365,1.259,1.3042,19.87,17.21,2.9026,0.014879,1.5584,0.1149,42.97,4.2143,0.9742,3.0207,36.72,35.64,1.3148,4.3337,36.39,0.006871
2010-09-24,1.7731,2.0833,1.3278,1.2641,1.2856,19.81,17.11,2.9138,0.01483,1.5705,0.1149,42.86,4.2052,0.969,3.0153,36.5,35.41,1.3486,4.3166,36.15,0.006818
2010-10-01,1.797,2.0697,1.3157,1.274,1.278,19.67,16.95,2.9418,0.014749,1.5771,0.1163,42.64,4.2297,0.9695,2.9986,36.14,35.08,1.342,4.3537,35.82,0.006751
2010-10-08,1.824,2.0773,1.307,1.286,1.286,19.58,16.85,2.949,0.014648,1.5878,0.1171,42.17,4.2456,0.9843,3.018,35.92,34.85,1.3527,4.361,35.58,0.006709
2010-10-15,1.8225,2.0779,1.2982,1.2873,1.2919,19.53,16.73,2.9461,0.014544,1.5946,0.1164,42.06,4.2278,0.9833,3.0042,35.71,34.62,1.3585,4.3513,35.34,0.006658
2010-10-22,1.8138,2.0472,1.3021,1.2764,1.2697,19.56,16.77,2.9259,0.014573,1.6038,0.115,41.85,4.2285,0.9742,3.0068,35.79,34.72,1.3443,4.3578,35.45,0.006683
2010-10-29,1.8056,2.0708,1.2987,1.2682,1.272,19.45,16.74,2.9161,0.014549,1.6121,0.1155,41.77,4.2469,0.9795,3.0157,35.68,34.63,1.3186,4.3333,35.36,0.006662
2010-11-04,1.8162,2.0715,1.2847,1.2913,1.2748,19.24,16.57,2.9003,0.014424,1.5894,0.1162,41.67,4.2426,1.0084,3.0214,35.29,34.26,1.3208,4.3263,34.98,0.006592
2010-11-12,1.7652,2.0859,1.2964,1.2877,1.2857,19.55,16.72,2.9093,0.014531,1.5742,0.1153,41.65,4.2897,1.0059,2.9487,35.63,34.57,1.3281,4.3481,35.3,0.006652
2010-11-19,1.7683,2.0811,1.2988,1.2796,1.2725,19.57,16.75,2.8633,0.014536,1.5564,0.1146,41.59,4.2817,1.0068,2.9678,35.69,34.63,1.3031,4.3387,35.36,0.006662
2010-11-26,1.7493,2.0672,1.3124,1.2795,1.2981,19.72,16.91,2.879,0.014627,1.567,0.1144,41.82,4.3138,0.9973,2.9659,36.04,34.99,1.3129,4.3594,35.73,0.006731
2010-12-03,1.7287,2.0422,1.3095,1.2765,1.3047,19.66,16.86,2.9,0.014525,1.5642,0.1143,41.59,4.3156,0.9891,2.9792,35.96,34.91,1.3166,4.3556,35.65,0.006716
2010-12-10,1.7351,2.0669,1.3101,1.2902,1.2973,19.7,16.86,2.8908,0.014532,1.5645,0.1147,41.77,4.3592,0.9818,2.9962,36.0,34.93,1.3326,4.3561,35.67,0.00672
2010-12-17,1.7429,2.0498,1.3116,1.3006,1.3056,19.69,16.87,2.8973,0.014519,1.5628,0.1141,41.85,4.4034,0.9733,2.9657,36.02,34.97,1.3664,4.3546,35.71,0.006727
2010-12-24,1.7102,2.0102,1.3028,1.3072,1.2919,19.64,16.75,2.882,0.014408,1.5693,0.1132,42.05,4.3682,0.9749,2.9582,35.77,34.74,1.3625,4.3189,35.47,0.006681
2010-12-31,1.712,1.9887,1.2875,1.3091,1.2872,19.53,16.55,2.87,0.01431,1.5798,0.1141,41.75,4.4163,0.9927,2.9395,35.4,34.34,1.3722,4.2703,35.05,0.006603
2011-01-07,1.6851,2.0031,1.2964,1.2875,1.3003,19.56,16.68,2.8596,0.014405,1.5556,0.1158,42.26,4.4221,0.9827,2.9403,35.61,34.57,1.3434,4.2828,35.3,0.006649
2011-01-14,1.7178,2.039,1.2879,1.2835,1.301,19.52,16.56,2.8503,0.014211,1.559,0.1156,42.12,4.4384,0.993,2.9125,35.4,34.34,1.3349,4.2254,35.06,0.006605
2011-01-21,1.7378,2.0504,1.2868,1.2714,1.292,19.53,16.53,2.8179,0.01418,1.5512,0.115,42.02,4.4253,0.9728,2.8982,35.34,34.31,1.3322,4.2018,35.03,0.006599
2011-01-28,1.7555,2.0361,1.2814,1.2673,1.2864,19.46,16.45,2.8021,0.014182,1.5493,0.1149,41.94,4.414,0.9905,2.906,35.21,34.17,1.3555,4.1282,34.89,0.00658
2011-02-02,1.7646,2.059,1.2735,1.2898,1.2873,19.41,16.35,2.7949,0.014123,1.5635,0.1143,41.84,4.3868,0.9956,2.8958,34.97,33.96,1.3614,4.1341,34.68,0.006532
2011-02-11,1.74,2.0573,1.2809,1.2808,1.2872,19.44,16.44,2.801,0.014345,1.5353,0.1142,42.07,4.4031,0.9743,2.9321,35.17,34.15,1.3223,4.1567,34.87,0.006569
2011-02-18,1.7365,2.064,1.2763,1.291,1.296,19.4,16.39,2.8227,0.014409,1.5317,0.1147,41.99,4.3503,0.9705,2.9432,35.07,34.03,1.343,4.1675,34.75,0.006112
2011-02-25,1.764,2.0611,1.2763,1.2934,1.3,19.41,16.38,2.8122,0.014413,1.5588,0.1132,41.8,4.2901,0.9598,2.9123,35.05,34.03,1.3795,4.1682,34.75,0.006111
2011-03-04,1.7692,2.0635,1.2676,1.2845,1.303,19.3,16.27,2.8191,0.014422,1.5392,0.1136,41.84,4.3184,0.9357,2.9271,34.82,33.8,1.3598,4.1595,34.51,0.006075
2011-03-11,1.7574,2.044,1.2717,1.2753,1.3054,19.35,16.33,2.8113,0.01448,1.5359,0.113,41.84,4.3022,0.9353,2.9211,34.92,33.91,1.366,4.1832,34.62,0.006099
2011-03-18,1.7917,2.0582,1.2728,1.2654,1.2964,19.37,16.32,2.825,0.014514,1.5556,0.113,41.81,4.3066,0.9291,2.9119,34.95,33.94,1.403,4.1986,34.65,0.006106
2011-03-25,1.7867,2.0321,1.261,1.2857,1.2921,19.22,16.18,2.8236,0.014481,1.5568,0.1133,41.67,4.2752,0.9442,2.9092,34.63,33.62,1.388,4.1707,34.33,0.006041
2011-04-01,1.7873,2.0228,1.2616,1.3056,1.3009,19.27,16.21,2.8386,0.014503,1.5067,0.1154,41.67,4.3002,0.961,2.9069,34.65,33.64,1.37,4.1664,34.35,0.006035
2011-04-08,1.809,2.0594,1.2574,1.3214,1.3149,19.23,16.19,2.8574,0.014527,1.4766,0.1161,41.6,4.3461,0.9814,2.9238,34.53,33.53,1.3802,4.1858,34.23,0.006013
2011-04-15,1.8009,2.0344,1.2445,1.3105,1.2938,19.05,16.01,2.7932,0.014372,1.4929,0.1143,41.2,4.2869,0.9883,2.88,34.18,33.18,1.3922,4.127,33.88,0.00596
2011-04-21,1.8015,2.0328,1.2369,1.3292,1.3036,18.97,15.92,2.7927,0.01434,1.5042,0.1146,41.1,4.2793,0.9889,2.8649,33.97,32.98,1.3935,4.1347,33.68,0.00591
2011-04-29,1.8207,2.0444,1.2277,1.3392,1.2908,18.91,15.79,2.763,0.014322,1.5055,0.1144,41.29,4.2824,0.9847,2.8681,33.71,32.74,1.4057,4.1005,33.42,0.00596
2011-05-06,1.7977,2.025,1.235,1.3229,1.2787,19.01,15.89,2.753,0.014396,1.5356,0.1138,41.16,4.3098,0.974,2.8663,33.91,32.93,1.4189,4.0901,33.62,0.005989
2011-05-13,1.7657,2.0205,1.2437,1.3216,1.2887,19.13,16.0,2.7645,0.01453,1.5378,0.114,41.29,4.338,0.9858,2.8759,34.15,33.16,1.4026,4.1148,33.86,0.006034
2011-05-20,1.7686,2.0053,1.2358,1.3184,1.2781,19.03,15.9,2.7511,0.014478,1.513,0.1142,40.98,4.2964,0.9779,2.8643,33.94,32.95,1.4002,4.0833,33.65,0.005957
2011-05-27,1.7639,2.0329,1.2361,1.3231,1.2653,19.05,15.88,2.7347,0.014439,1.5253,0.1144,40.88,4.2918,1.0114,2.853,33.94,32.96,1.4466,4.0748,33.65,0.005993
2011-06-03,1.7858,2.0145,1.2327,1.3163,1.2625,19.02,15.85,2.749,0.014444,1.5266,0.1144,40.92,4.3011,1.0064,2.8525,33.85,32.87,1.46,4.0636,33.56,0.005996
2011-06-10,1.786,2.0116,1.2302,1.3061,1.2633,18.99,15.81,2.7534,0.014441,1.5354,0.1137,40.78,4.2807,1.0161,2.8421,33.78,32.8,1.4628,4.046,33.49,0.005981
2011-06-17,1.7553,1.9977,1.2381,1.3053,1.2596,19.15,15.87,2.759,0.014409,1.5356,0.1138,40.63,4.2796,0.9962,2.8397,34.0,33.01,1.4573,4.0481,33.71,0.006015
2011-06-24,1.7613,1.9792,1.2353,1.301,1.2623,19.09,15.86,2.7489,0.01436,1.5349,0.1147,40.68,4.2758,1.0053,2.8472,33.92,32.94,1.4731,4.029,33.63,0.005998
2011-07-01,1.7795,1.9697,1.2282,1.3133,1.275,19.0,15.78,2.751,0.014344,1.5212,0.1152,40.75,4.2788,1.0139,2.8386,33.73,32.75,1.4585,3.9909,33.44,0.005969
2011-07-08,1.754,1.9503,1.2224,1.3166,1.2741,18.91,15.71,2.7572,0.014347,1.5044,0.1157,40.79,4.2498,1.0169,2.8582,33.57,32.6,1.4473,4.0403,33.28,0.005937
2011-07-15,1.7246,1.9655,1.2168,1.3065,1.2679,18.83,15.62,2.7338,0.014248,1.537,0.1151,40.51,4.2148,1.0248,2.8347,33.42,32.45,1.4925,4.0405,33.13,0.005914
2011-07-22,1.7417,1.9736,1.2105,1.3123,1.2811,18.78,15.54,2.727,0.014195,1.5404,0.1152,40.57,4.1955,1.0425,2.8525,33.24,32.28,1.4807,4.058,32.96,0.005876
2011-07-29,1.7272,1.9697,1.2041,1.3222,1.2669,18.69,15.45,2.7298,0.014158,1.5528,0.1143,40.75,4.1781,1.0452,2.8543,33.07,32.11,1.5049,4.0522,32.78,0.005849
2011-08-05,1.722,1.9863,1.2218,1.2785,1.2488,18.96,15.66,2.7281,0.01429,1.5546,0.1142,40.58,4.2091,1.0234,2.8664,33.56,32.58,1.598,4.0788,33.26,0.00593
2011-08-12,1.7209,1.9657,1.213,1.2478,1.2284,18.97,15.56,2.675,0.0142,1.5781,0.1122,40.49,4.1876,0.9979,2.8474,33.31,32.34,1.5948,4.0555,33.03,0.005839
2011-08-19,1.7368,2.0002,1.2132,1.257,1.2247,18.97,15.55,2.6611,0.01418,1.5842,0.1122,40.62,4.1817,0.9977,2.8481,33.32,32.35,1.5276,4.0602,33.03,0.005833
2011-08-26,1.7388,1.9684,1.2068,1.2648,1.2223,18.88,15.48,2.6206,0.014078,1.5609,0.1112,40.35,4.1564,1.0027,2.8379,33.14,32.18,1.5216,4.02,32.86,0.005793
2011-09-02,1.7178,1.9497,1.2047,1.2891,1.2318,18.87,15.47,2.622,0.014118,1.5673,0.1132,40.56,4.1523,1.0241,2.8524,33.08,32.12,1.5176,4.0197,32.8,0.005783
2011-09-09,1.6926,1.9427,1.2155,1.2912,1.23,19.03,15.59,2.6222,0.014184,1.569,0.113,40.58,4.1637,1.0156,2.8597,33.38,32.41,1.3947,4.0463,33.09,0.00584
2011-09-16,1.7181,1.9593,1.2396,1.2816,1.2598,19.42,15.92,2.6133,0.014118,1.6137,0.1122,40.13,4.197,1.0233,2.8661,34.04,33.05,1.4229,4.0877,33.75,0.00595
2011-09-23,1.7593,2.0028,1.2999,1.2757,1.2688,20.34,16.67,2.6123,0.014805,1.7031,0.1089,40.88,4.2487,1.0169,2.9641,35.7,34.66,1.4367,4.2218,35.39,0.00624
2011-09-30,1.7593,2.0273,1.3003,1.2668,1.25,20.33,16.68,2.6442,0.014759,1.6975,0.1102,40.76,4.2555,0.9942,2.9662,35.71,34.67,1.444,4.1716,35.4,0.006242
2011-10-07,1.7389,2.002,1.2943,1.2676,1.2485,20.3,16.63,2.639,0.014433,1.6889,0.1099,41.0,4.2406,1.001,2.971,35.54,34.51,1.4081,4.19,35.24,0.006206
2011-10-14,1.7511,2.003,1.2722,1.295,1.2447,19.93,16.36,2.5897,0.014351,1.6538,0.1097,40.52,4.1966,1.0096,2.9296,34.94,33.92,1.4154,4.1205,34.64,0.00609
2011-10-21,1.7643,2.0234,1.2808,1.3072,1.2595,20.07,16.46,2.5567,0.014419,1.668,0.1111,40.56,4.2232,1.014,2.9472,35.17,34.15,1.4401,4.1203,34.87,0.006113
2011-10-28,1.7633,2.0012,1.2444,1.3288,1.2533,19.59,16.02,2.5463,0.014089,1.6404,0.1127,40.49,4.1626,1.0195,2.9192,34.17,33.18,1.4445,4.0747,33.88,0.005923
2011-11-04,1.7498,2.0304,1.2676,1.315,1.2534,19.96,16.32,2.5822,0.014152,1.6247,0.1138,40.6,4.2247,1.0055,2.9505,34.81,33.8,1.4411,4.1351,34.51,0.006033
2011-11-11,1.7563,2.0536,1.2889,1.3091,1.2645,20.32,16.57,2.5757,0.014329,1.6618,0.1147,40.9,4.2781,1.0032,2.9756,35.4,34.37,1.4222,4.1813,35.09,0.006135
2011-11-18,1.7482,2.0447,1.2957,1.298,1.2605,20.39,16.64,2.5379,0.014309,1.6849,0.1143,40.99,4.2863,0.9867,2.9886,35.58,34.55,1.4104,4.1804,35.28,0.006168
2011-11-25,1.7457,2.0281,1.3111,1.2718,1.2508,20.59,16.82,2.5114,0.014507,1.6943,0.1129,41.07,4.2997,0.973,2.9917,36.01,34.96,1.4226,4.1962,35.7,0.006241
2011-12-02,1.7294,2.0143,1.2853,1.3128,1.2663,20.2,16.54,2.4972,0.014116,1.6513,0.1137,41.06,4.2613,1.0025,2.9697,35.29,34.27,1.4013,4.1629,34.99,0.006119
2011-12-09,1.7307,2.0292,1.2995,1.312,1.2679,20.42,16.7,2.4859,0.014324,1.6731,0.1132,41.16,4.2991,0.9968,2.9815,35.69,34.65,1.4021,4.2096,35.38,0.006186
2011-12-16,1.6989,2.0244,1.3033,1.301,1.2634,20.52,16.75,2.4742,0.014425,1.6731,0.1126,41.01,4.2959,0.9914,2.9725,35.79,34.75,1.3893,4.1586,35.48,0.006202
2011-12-23,1.6882,2.0261,1.2911,1.3142,1.2655,20.37,16.59,2.4508,0.014322,1.6533,0.1125,40.91,4.2622,1.001,2.9691,35.46,34.43,1.3817,4.1262,35.15,0.006146
2011-12-30,1.6835,2.0048,1.3007,1.32,1.2742,20.61,16.74,2.4445,0.014192,1.6777,0.1124,40.94,4.292,1.0045,2.9669,35.72,34.68,1.382,4.098,35.41,0.006185
2012-01-06,1.6538,2.0038,1.2923,1.3259,1.2687,20.49,16.64,2.4501,0.014093,1.6743,0.1115,41.01,4.2787,1.0098,2.9301,35.49,34.46,1.357,4.0844,35.18,0.006144
2012-01-13,1.6515,1.9758,1.2882,1.3285,1.2641,20.39,16.58,2.5062,0.014033,1.6771,0.1119,41.1,4.2988,1.0187,2.9371,35.38,34.35,1.3636,4.0509,35.07,0.006125
2012-01-20,1.6511,1.9726,1.2736,1.3251,1.2559,20.16,16.41,2.5318,0.014222,1.6523,0.1123,41.02,4.2497,1.0209,2.941,34.98,33.96,1.3661,4.0348,34.68,0.006094
2012-01-27,1.6486,1.9714,1.2581,1.3359,1.255,19.86,16.22,2.5276,0.014015,1.6259,0.1121,41.37,4.2084,1.0332,2.9364,34.55,33.55,1.3654,4.0195,34.25,0.00602
2012-02-03,1.639,1.9738,1.2484,1.3343,1.249,19.8,16.09,2.5387,0.013879,1.6388,0.1115,41.3,4.2284,1.0378,2.9196,34.28,33.29,1.3598,4.0349,33.99,0.005959
2012-02-10,1.665,1.9829,1.2553,1.3463,1.2598,19.94,16.18,2.5265,0.013956,1.6173,0.1117,41.38,4.2553,1.0432,2.9568,34.47,33.47,1.3751,4.0704,34.18,0.006021
2012-02-17,1.6559,1.9929,1.2609,1.3594,1.2661,20.02,16.26,2.5597,0.013967,1.5945,0.1122,41.36,4.2664,1.0559,2.9553,34.63,33.62,1.3717,4.0912,34.33,0.006053
2012-02-24,1.6758,1.9732,1.2533,1.346,1.2564,19.9,16.16,2.5565,0.013818,1.564,0.1114,41.67,4.2406,1.0498,2.9344,34.42,33.42,1.3898,4.1309,34.12,0.006017
2012-03-02,1.6614,1.991,1.2483,1.3467,1.2658,19.82,16.1,2.5331,0.013706,1.5339,0.112,41.64,4.241,1.0451,2.9248,34.29,33.29,1.3764,4.0941,33.99,0.005993
2012-03-09,1.661,1.9806,1.2522,1.3313,1.265,19.86,16.14,2.5092,0.013719,1.5309,0.1122,41.69,4.2491,1.0337,2.945,34.39,33.39,1.3777,4.1015,34.09,0.006009
2012-03-16,1.6498,1.9807,1.2598,1.3286,1.2698,19.92,16.23,2.5068,0.013761,1.5121,0.1121,41.28,4.2701,1.0362,2.9363,34.6,33.59,1.3658,4.1002,34.3,0.006048
2012-03-23,1.6678,1.998,1.2628,1.3143,1.2633,20.04,16.26,2.4724,0.01379,1.5258,0.1114,41.03,4.2724,1.0262,2.9323,34.68,33.67,1.3831,4.106,34.38,0.006046
2012-03-30,1.6782,2.0083,1.2572,1.3074,1.2619,19.95,16.19,2.4567,0.013689,1.5321,0.1107,40.98,4.2587,1.0298,2.9258,34.53,33.52,1.3919,4.0745,34.23,0.006036
2012-04-05,1.6543,2.0001,1.2579,1.2949,1.2619,19.94,16.2,2.4679,0.013735,1.5292,0.1114,41.04,4.2655,1.0285,2.9425,34.55,33.54,1.3746,4.0597,34.25,0.006037
2012-04-13,1.6445,1.9907,1.2485,1.2978,1.2543,19.82,16.08,2.4311,0.013609,1.54,0.11,40.81,4.2313,1.0358,2.9232,34.29,33.29,1.3682,4.0615,33.99,0.005987
2012-04-20,1.6443,2.0091,1.2513,1.2922,1.2576,19.84,16.12,2.402,0.013629,1.534,0.1097,40.76,4.2428,1.0176,2.9311,34.37,33.37,1.368,4.0469,34.07,0.006006
2012-04-27,1.6401,2.0112,1.243,1.2902,1.2615,19.71,16.02,2.3646,0.013522,1.5285,0.1096,40.75,4.2504,1.0112,2.9294,34.14,33.14,1.365,4.0279,33.84,0.00596
2012-05-04,1.6342,2.0108,1.2421,1.2754,1.2571,19.7,16.01,2.3139,0.013475,1.5492,0.1098,40.9,4.249,0.9949,2.9409,34.11,33.12,1.36,4.0158,33.82,0.005957
2012-05-11,1.6172,2.0177,1.2513,1.2596,1.2464,19.81,16.12,2.3413,0.013623,1.5662,0.1092,40.74,4.2613,0.981,2.9481,34.37,33.37,1.3464,4.0177,34.07,0.006004
2012-05-18,1.6164,2.0102,1.2751,1.2542,1.2485,20.15,16.41,2.3287,0.013797,1.6055,0.1086,40.69,4.3063,0.9663,2.9513,35.02,34.0,1.3458,4.0576,34.72,0.006116
2012-05-25,1.6052,2.0056,1.2814,1.2473,1.2467,20.19,16.51,2.2888,0.013742,1.6067,0.1082,40.45,4.325,0.964,2.9153,35.2,34.17,1.3351,4.0423,34.89,0.006146
2012-06-01,1.5898,1.9797,1.2877,1.2471,1.2436,20.22,16.59,2.3021,0.013757,1.6415,0.1091,40.44,4.3076,0.9673,2.9609,35.37,34.34,1.3238,4.0456,35.06,0.006173
2012-06-08,1.6061,1.9863,1.2823,1.2649,1.2445,20.13,16.53,2.3249,0.013634,1.6142,0.1092,40.29,4.2848,0.9794,2.9666,35.22,34.19,1.3373,4.0349,34.91,0.006108
2012-06-15,1.6131,1.9843,1.2764,1.2797,1.247,20.05,16.45,2.2928,0.013482,1.6138,0.1097,40.31,4.2696,1.0001,3.0136,35.05,34.03,1.343,4.0508,34.75,0.00609
2012-06-22,1.6039,1.9943,1.2776,1.2849,1.2428,20.07,16.46,2.2471,0.013487,1.5908,0.1104,40.04,4.2693,1.0067,3.0093,35.09,34.06,1.3354,4.017,34.78,0.006106
2012-06-29,1.6023,1.9889,1.2737,1.2915,1.2399,20.04,16.42,2.2488,0.013436,1.6056,0.1107,39.94,4.2649,1.0113,3.0125,34.99,33.96,1.3336,4.0028,34.68,0.006094
2012-07-06,1.5714,1.9711,1.2694,1.3015,1.2498,19.94,16.37,2.2891,0.013497,1.5876,0.1114,40.03,4.2449,1.0176,3.0368,34.86,33.85,1.3081,4.0126,34.56,0.006075
2012-07-13,1.5506,1.96,1.2696,1.2914,1.2463,19.91,16.37,2.2861,0.013389,1.6005,0.1105,39.84,4.2354,1.0057,3.0225,34.87,33.85,1.2909,3.995,34.57,0.006082
2012-07-20,1.5384,1.9701,1.2543,1.3056,1.2448,19.68,16.17,2.2748,0.013229,1.5956,0.11,39.78,4.1845,1.007,2.9968,34.45,33.45,1.2808,3.9555,34.15,0.006016
2012-07-27,1.5377,1.9621,1.2515,1.3033,1.241,19.62,16.13,2.2541,0.013195,1.5999,0.1099,39.65,4.1603,1.0037,2.9833,34.37,33.37,1.2802,3.9573,34.07,0.005994
2012-08-03,1.5196,1.937,1.2479,1.3078,1.2407,19.58,16.09,2.2251,0.013152,1.5957,0.1099,39.8,4.1586,1.0144,2.9747,34.27,33.27,1.2647,3.9478,33.97,0.00598
2012-08-10,1.5329,1.9475,1.2467,1.3125,1.255,19.59,16.07,2.2502,0.013158,1.5857,0.1104,40.06,4.162,1.009,2.9758,34.24,33.24,1.2762,3.9578,33.94,0.005979
2012-08-17,1.5463,1.9692,1.2523,1.3143,1.2691,19.68,16.14,2.2483,0.013196,1.5779,0.1104,39.96,4.1756,1.0151,2.963,34.39,33.39,1.2874,3.9705,34.1,0.006006
2012-08-24,1.5681,1.9805,1.2485,1.3024,1.2564,19.65,16.1,2.2531,0.013137,1.588,0.1101,40.31,4.1681,1.0142,2.9599,34.29,33.29,1.3057,3.9971,33.99,0.005971
2012-08-31,1.5676,1.9779,1.2523,1.2896,1.2623,19.73,16.15,2.2489,0.013096,1.5961,0.1105,40.08,4.1829,1.0015,2.9679,34.39,33.39,1.3052,3.9908,34.09,0.006009
2012-09-07,1.5699,1.9796,1.2427,1.2807,1.2648,19.59,16.02,2.2369,0.012958,1.5745,0.1099,39.95,4.1693,0.997,2.9776,34.13,33.14,1.3025,3.9779,33.83,0.005963
2012-09-14,1.5916,1.9786,1.2219,1.2935,1.2657,19.33,15.76,2.2355,0.012779,1.5741,0.1092,40.09,4.1477,1.02,2.9461,33.56,32.58,1.3085,3.9627,33.27,0.00586
2012-09-21,1.5883,1.987,1.224,1.2807,1.2551,19.4,15.79,2.2621,0.012807,1.5643,0.1093,39.98,4.1726,1.0156,2.9342,33.61,32.64,1.312,3.9663,33.33,0.005862
2012-09-28,1.5844,1.9915,1.2254,1.2819,1.2516,19.47,15.8,2.3244,0.012781,1.5799,0.1101,39.97,4.1798,1.0228,2.9337,33.65,32.68,1.3092,3.9773,33.36,0.00587
2012-10-05,1.5968,1.9872,1.2271,1.2599,1.2518,19.53,15.83,2.3774,0.012793,1.5669,0.1104,40.21,4.1963,1.0115,2.9622,33.7,32.72,1.3179,4.0167,33.41,0.005874
2012-10-12,1.5797,1.9586,1.222,1.2547,1.2489,19.5,15.76,2.3177,0.012739,1.5587,0.11,39.93,4.1766,1.0013,2.9428,33.56,32.59,1.3067,3.9837,33.27,0.005858
2012-10-19,1.5949,1.9594,1.2202,1.2646,1.238,19.51,15.74,2.2714,0.01272,1.5381,0.1103,40.01,4.1691,0.9998,2.9459,33.51,32.54,1.3196,3.9739,33.22,0.005845
2012-10-25,1.5857,1.9605,1.2219,1.2656,1.2304,19.57,15.77,2.2744,0.0127,1.5281,0.1109,40.06,4.1749,1.005,2.955,33.56,32.58,1.3113,3.9795,33.27,0.00586
2012-11-02,1.5795,1.9687,1.2214,1.2693,1.2258,19.57,15.76,2.2761,0.012686,1.5221,0.112,40.03,4.1794,1.0096,2.9703,33.55,32.57,1.3094,3.9746,33.25,0.005859
2012-11-09,1.5623,1.9579,1.223,1.2739,1.2237,19.6,15.78,2.2527,0.012697,1.5372,0.1124,39.94,4.2124,0.9982,2.9789,33.59,32.61,1.2947,3.9915,33.3,0.005864
2012-11-16,1.5685,1.9477,1.228,1.2689,1.2268,19.7,15.84,2.2346,0.012758,1.5137,0.1127,39.99,4.2159,0.9954,2.9725,33.73,32.74,1.3017,3.9935,33.43,0.00589
2012-11-23,1.5778,1.9531,1.2246,1.2728,1.2274,19.66,15.8,2.2173,0.01272,1.4898,0.1127,40.01,4.2021,0.9996,2.9814,33.63,32.65,1.31,3.9824,33.34,0.005873
2012-11-30,1.5864,1.9589,1.2209,1.2725,1.2296,19.61,15.75,2.2427,0.012711,1.4804,0.1127,40.11,4.1986,1.0038,2.9865,33.53,32.56,1.3172,3.9782,33.24,0.005856
2012-12-07,1.5833,1.9599,1.221,1.2796,1.2316,19.6,15.75,2.2559,0.012686,1.4804,0.1128,40.01,4.2013,1.0157,2.9813,33.54,32.56,1.3098,3.9811,33.24,0.005858
2012-12-14,1.5987,1.9682,1.2214,1.2866,1.2415,19.58,15.76,2.2379,0.012657,1.4558,0.1138,39.95,4.2045,1.0305,2.9685,33.55,32.57,1.3223,3.9863,33.25,0.005858
2012-12-21,1.6108,1.9832,1.2204,1.2752,1.2336,19.59,15.75,2.2133,0.012598,1.4539,0.1134,39.86,4.2007,1.0134,2.9665,33.52,32.54,1.3346,3.9811,33.23,0.005853
2012-12-28,1.6204,1.9711,1.2235,1.27,1.2303,19.63,15.78,2.2286,0.012653,1.4162,0.1143,39.98,4.2132,1.005,2.9517,33.6,32.62,1.3401,3.9944,33.31,0.005868
2013-01-04,1.602,1.9757,1.2296,1.283,1.2432,19.73,15.86,2.2432,0.012709,1.401,0.1155,40.38,4.24,1.0127,3.0082,33.77,32.79,1.3251,4.0381,33.48,0.005897
2013-01-11,1.623,1.9771,1.2242,1.2952,1.2446,19.7,15.79,2.2473,0.012673,1.3749,0.1159,40.54,4.2294,1.0318,3.0175,33.63,32.64,1.3369,4.0443,33.33,0.005871
2013-01-18,1.6392,1.9576,1.2251,1.2884,1.2414,19.71,15.8,2.2664,0.01261,1.362,0.116,40.66,4.2318,1.0228,3.019,33.65,32.67,1.3057,4.1118,33.35,0.005877
2013-01-25,1.6444,1.9419,1.2311,1.2856,1.2275,19.79,15.88,2.2881,0.012715,1.3603,0.1148,40.31,4.2209,1.0292,3.0244,33.82,32.83,1.3229,4.1195,33.52,0.005905
